City,Lat,Long,Max Temp,Humidity,Clouds,Wind Speed,Country,Date
Mar del Plata,-38.0,-57.56,77.0,47,20,12.75,AR,1606863522
Severo-Kuril'sk,50.68,156.12,30.45,89,65,21.54,RU,1606863666
San Patricio,28.02,-97.52,66.2,52,20,19.46,US,1606863666
Muscat,23.61,58.59,71.6,78,0,4.7,OM,1606863535
La Ronge,55.1,-105.28,33.8,69,100,14.99,CA,1606863666
Cherskiy,68.75,161.3,-16.26,88,42,7.05,RU,1606863667
Yulara,-25.24,130.99,75.2,31,100,21.92,AU,1606863667
Gravdal,68.12,13.5,39.27,82,100,29.24,NO,1606863667
Chokurdakh,70.63,147.92,-0.9,93,99,12.06,RU,1606863456
Marystown,47.17,-55.15,41.95,85,98,15.46,CA,1606863667
Grindavik,63.84,-22.43,37.4,59,75,36.91,IS,1606863486
Chui,-33.7,-53.46,63.27,78,86,9.69,UY,1606863667
Los Llanos de Aridane,28.66,-17.92,68.0,60,0,9.17,ES,1606863667
Hamilton,39.18,-84.53,33.01,94,90,11.41,US,1606863635
Homer,59.64,-151.55,44.6,75,90,8.05,US,1606863667
Port Augusta,-32.5,137.77,62.6,51,90,14.99,AU,1606863667
Abnūb,27.27,31.15,57.2,58,0,4.7,EG,1606863668
Verkhoyansk,67.54,133.38,-4.67,90,100,2.39,RU,1606863470
Sharjah city,25.36,55.4,71.6,77,0,5.82,AE,1606863488
Shumskiy,54.83,99.13,13.6,92,100,2.24,RU,1606863668
Kilmallock,52.4,-8.58,48.2,100,75,6.93,IE,1606863668
Pangkalanbuun,-2.68,111.62,75.18,96,98,2.33,ID,1606863668
Swan River,52.11,-101.27,35.6,74,97,1.12,CA,1606863668
East London,-33.02,27.91,63.68,65,69,22.28,ZA,1606863668
Kemin,42.78,75.69,30.96,74,80,5.44,KG,1606863668
Ribeira Grande,38.52,-28.7,62.62,78,95,34.05,PT,1606863669
Zyryanovsk,49.74,84.27,1.02,87,0,0.31,KZ,1606863669
Manokwari,-0.87,134.08,79.39,80,100,11.3,ID,1606863669
Lázaro Cárdenas,17.96,-102.2,82.11,70,7,8.72,MX,1606863602
Souillac,-20.52,57.52,77.0,88,40,3.36,MU,1606863669
Anloga,5.79,0.9,82.4,83,20,9.17,GH,1606863669
Bathsheba,13.22,-59.52,78.8,78,40,8.05,BB,1606863669
Saskylakh,71.92,114.08,18.61,97,100,3.89,RU,1606863669
Lakeway,30.36,-97.98,59.0,39,58,1.01,US,1606863669
Pemba,-12.97,40.52,79.05,85,36,14.12,MZ,1606863669
Casambalangan,18.38,122.13,77.74,84,98,19.24,PH,1606863669
Tiksi,71.69,128.87,-2.83,88,100,25.68,RU,1606863669
Gushikawa,26.35,127.87,71.6,73,90,13.87,JP,1606863653
Andenes,69.31,16.12,33.01,74,100,8.05,NO,1606863669
Lermontovka,47.15,134.34,4.53,92,0,5.37,RU,1606863669
Camaná,-16.62,-72.71,66.87,78,84,5.26,PE,1606863645
Nānākuli,21.39,-158.15,80.6,57,1,12.75,US,1606863513
Petrykivka,48.73,34.64,30.2,86,75,8.95,UA,1606863670
Atuona,-9.8,-139.03,78.44,76,3,16.06,PF,1606863670
Tieling,42.29,123.84,16.56,88,39,1.86,CN,1606863670
Gaza,31.5,34.47,57.2,82,0,4.7,PS,1606863614
Salinópolis,-0.61,-47.36,79.65,85,20,11.59,BR,1606863670
Taoudenni,22.68,-3.98,76.41,18,100,18.63,ML,1606863670
Dongsheng,39.82,109.98,12.42,92,100,14.38,CN,1606863670
Alice Springs,-23.7,133.88,75.2,27,69,14.99,AU,1606863665
Verkhnyaya Tishanka,51.32,40.53,21.88,91,12,8.77,RU,1606863670
Noumea,-22.28,166.46,84.2,42,0,9.17,NC,1606863670
Narsaq,60.92,-46.05,17.35,76,0,13.96,GL,1606863670
Maumere,-8.62,122.21,83.35,71,100,3.27,ID,1606863670
Moses Lake,47.13,-119.28,44.6,52,1,2.89,US,1606863450
Horsham,51.06,-0.33,39.2,86,0,8.05,GB,1606863670
Dwārka,22.24,68.97,76.75,59,0,10.31,IN,1606863671
Loíza,18.43,-65.88,80.6,74,40,9.17,PR,1606863671
Arraial do Cabo,-22.97,-42.03,78.8,94,75,3.36,BR,1606863671
Piaçabuçu,-10.41,-36.43,77.77,81,87,9.4,BR,1606863471
Nanortalik,60.14,-45.24,27.73,83,18,35.7,GL,1606863671
Yaring,6.87,101.37,74.84,93,100,3.06,TH,1606863671
Maceió,-9.67,-35.74,77.0,78,0,6.93,BR,1606863671
Brownwood,31.71,-98.99,60.8,18,1,13.87,US,1606863671
Tautira,-17.73,-149.15,86.0,66,40,9.17,PF,1606863476
Riyadh,24.69,46.72,62.6,93,52,6.93,SA,1606863671
Kiama,-34.68,150.87,70.0,78,94,9.1,AU,1606863671
Ntcheu,-14.82,34.64,69.62,67,84,1.92,MW,1606863671
Srednekolymsk,67.45,153.68,-14.31,83,20,3.58,RU,1606863671
Vila,42.03,-8.16,46.99,74,100,4.74,PT,1606863671
Cidreira,-30.18,-50.21,69.21,78,37,17.9,BR,1606863671
Puerto del Rosario,28.5,-13.86,66.2,77,20,8.05,ES,1606863382
Ansalta,42.69,46.12,35.11,78,90,2.62,RU,1606863672
Petropavlovsk-Kamchatskiy,53.05,158.65,17.6,67,100,11.18,RU,1606863672
Pindiga,9.98,10.93,73.22,20,29,11.61,NG,1606863672
Murgab,37.5,61.97,37.4,69,90,4.29,TM,1606863672
Juruti,-2.15,-56.09,79.72,73,81,3.51,BR,1606863672
Tuatapere,-46.13,167.68,70.0,32,66,13.0,NZ,1606863672
Sagua la Grande,22.81,-80.08,68.0,88,90,5.82,CU,1606863507
Waingapu,-9.66,120.26,82.31,73,81,1.9,ID,1606863672
Touros,-5.2,-35.46,80.6,74,20,11.41,BR,1606863672
Havre-St-Pierre,50.23,-63.6,42.8,100,90,10.29,CA,1606863672
Mongo,12.18,18.69,72.16,20,1,3.96,TD,1606863672
Thompson,55.74,-97.86,15.8,92,90,8.05,CA,1606863453
Hervey Bay,-25.3,152.85,82.0,75,65,3.0,AU,1606863408
Duluth,46.78,-92.11,28.4,74,1,2.8,US,1606863642
St. George's,12.06,-61.75,80.6,83,20,8.05,GD,1606863673
Smirnykh,49.75,142.83,11.19,92,55,2.77,RU,1606863673
Hay River,60.82,-115.8,30.2,58,63,18.34,CA,1606863607
Nemuro,43.32,145.57,29.7,88,3,11.83,JP,1606863631
Lakes Entrance,-37.88,147.98,63.0,46,8,5.99,AU,1606863673
Gijang,35.24,129.21,37.4,47,0,4.7,KR,1606863673
Saint Cloud,45.56,-94.16,34.0,50,1,6.93,US,1606863491
Careiro da Várzea,-3.2,-59.81,84.2,83,40,2.24,BR,1606863673
Korla,41.76,86.15,23.67,95,97,1.12,CN,1606863673
George Town,5.41,100.34,77.0,88,20,2.24,MY,1606863439
Denpasar,-8.65,115.22,77.0,83,20,3.36,ID,1606863673
Kashgar,39.45,75.98,24.8,85,75,6.71,CN,1606863673
Faanui,-16.48,-151.75,80.44,79,4,16.91,PF,1606863673
Kaeo,-35.1,173.78,69.01,74,24,7.0,NZ,1606863674
Benguela,-12.58,13.41,76.77,73,100,2.86,AO,1606863674
Chapada dos Guimarães,-15.46,-55.75,91.4,43,40,6.93,BR,1606863674
Caravelas,-17.71,-39.25,76.42,84,43,8.75,BR,1606863674
Ozernovskiy,51.5,156.52,22.73,93,36,7.81,RU,1606863674
Nouadhibou,20.93,-17.03,69.8,83,97,10.29,MR,1606863674
Naucalpan,19.48,-99.24,68.0,42,75,13.87,MX,1606863674
Shimoda,34.67,138.95,45.0,81,99,1.01,JP,1606863674
Kahului,20.89,-156.47,82.4,54,20,12.75,US,1606863674
Viedma,-40.81,-63.0,75.6,25,11,10.89,AR,1606863674
Balingen,48.28,8.85,33.01,10,96,1.41,DE,1606863376
Talnakh,69.49,88.4,26.6,100,90,26.84,RU,1606863675
Maketu,-37.77,176.45,66.0,50,92,3.0,NZ,1606863675
Severo-Yeniseyskiy,60.37,93.04,-8.7,91,83,3.65,RU,1606863675
Auki,-8.77,160.7,85.05,68,94,3.74,SB,1606863675
Te Anau,-45.42,167.72,58.78,50,40,14.16,NZ,1606863675
Māngrol,21.12,70.12,76.15,48,0,8.48,IN,1606863675
Harper,4.38,-7.72,78.3,83,24,4.99,LR,1606863675
Cayenne,4.93,-52.33,80.6,88,0,3.36,GF,1606863675
Severnyy,50.68,36.55,24.8,85,75,13.42,RU,1606863675
Kailua,21.4,-157.74,80.01,61,1,6.93,US,1606863383
Pombos,-8.14,-35.4,78.8,69,40,12.75,BR,1606863675
Uthal,25.81,66.62,66.4,38,70,2.51,PK,1606863675
Ostrovnoy,68.05,39.51,28.63,97,94,17.83,RU,1606863675
Santiago del Estero,-27.8,-64.26,87.01,52,48,4.0,AR,1606863675
Adrar,20.5,-10.07,76.26,19,97,9.33,MR,1606863675
Semnan,35.57,53.4,45.14,68,0,1.81,IR,1606863675
Padrón,42.74,-8.66,50.0,77,100,5.66,ES,1606863676
San Quintín,30.48,-115.95,68.63,40,0,8.86,MX,1606863676
Chapais,49.78,-74.85,28.4,92,90,13.87,CA,1606863676
Lerwick,60.15,-1.15,48.2,93,75,19.46,GB,1606863676
Acapulco de Juárez,16.86,-99.89,86.0,62,75,9.17,MX,1606863628
Coquimbo,-29.95,-71.34,62.6,67,20,11.41,CL,1606863505
Rosa Zarate,0.33,-79.47,79.05,76,70,5.91,EC,1606863677
Nāgaur,27.2,73.73,59.13,32,41,4.27,IN,1606863677
Guánica,17.97,-66.91,79.0,81,81,5.35,PR,1606863677
Arrondissement de Brive-la-Gaillarde,45.25,1.5,37.0,49,58,3.0,FR,1606863677
Yanam,16.73,82.22,70.61,77,91,5.75,IN,1606863677
Tazovsky,67.47,78.7,11.44,96,100,15.57,RU,1606863677
Fort Nelson,58.81,-122.7,33.8,64,75,4.7,CA,1606863605
Kupang,-10.17,123.58,80.6,88,20,2.24,ID,1606863677
Labuhan,-6.88,112.21,78.19,86,90,4.47,ID,1606863677
Half Moon Bay,37.46,-122.43,64.0,67,1,13.87,US,1606863677
Klaksvík,62.23,-6.59,44.6,81,54,10.29,FO,1606863463
Carnarvon,-24.87,113.63,66.2,77,0,12.75,AU,1606863463
Vila Velha,-20.33,-40.29,79.0,78,20,13.87,BR,1606863678
Batagay,67.63,134.63,-7.6,90,100,4.07,RU,1606863678
Prince George,53.92,-122.75,33.8,55,1,12.75,CA,1606863645
Mafeteng,-29.82,27.24,53.11,52,0,7.07,LS,1606863678
Hong Kong,22.29,114.16,64.99,73,18,9.19,HK,1606863655
Eyl,7.98,49.82,76.41,81,8,12.55,SO,1606863678
New Castle,41.0,-80.35,30.0,92,90,14.99,US,1606863678
Nabire,-3.37,135.48,75.61,90,100,0.54,ID,1606863678
Westport,41.14,-73.36,44.01,64,63,17.11,US,1606863678
Ulladulla,-35.35,150.47,69.01,72,75,6.93,AU,1606863678
Neratovice,50.26,14.52,32.0,86,90,1.12,CZ,1606863678
Umm Kaddadah,13.6,26.69,67.66,23,0,12.28,SD,1606863678
Nantucket,41.28,-70.1,53.6,76,90,17.22,US,1606863679
Sitka,57.05,-135.33,53.6,81,90,32.21,US,1606863679
Kangaatsiaq,68.31,-53.46,21.11,90,100,13.04,GL,1606863679
Krymsk,44.93,37.99,37.4,81,96,17.9,RU,1606863679
Soavinandriana,-19.17,46.73,64.18,94,98,1.61,MG,1606863679
Upington,-28.45,21.26,68.0,37,0,12.75,ZA,1606863679
Raudeberg,61.99,5.14,45.0,65,100,20.8,NO,1606863679
Chifeng,42.27,118.96,5.52,84,15,4.97,CN,1606863679
Arlit,18.74,7.39,76.19,19,5,4.94,NE,1606863679
Bandarbeyla,9.49,50.81,76.21,80,75,12.44,SO,1606863679
Damietta,31.42,31.81,62.6,72,0,6.93,EG,1606863679
San Cristobal,7.77,-72.22,84.2,74,40,4.7,VE,1606863680
Palmer,42.16,-72.33,48.2,75,75,12.75,US,1606863594
Kreminna,49.05,38.22,27.88,91,77,12.57,UA,1606863680
Bariloche,-41.15,-71.31,53.6,50,40,23.04,AR,1606863429
Saint-François,46.42,3.91,44.01,93,90,9.17,FR,1606863680
Tyukalinsk,55.87,72.2,-0.24,91,0,6.02,RU,1606863680
Sinnamary,5.38,-52.95,78.17,86,73,9.01,GF,1606863680
Kuzino,57.02,59.44,11.55,88,14,2.08,RU,1606863680
Pisco,-13.7,-76.22,69.8,77,0,19.46,PE,1606863680
Paraúna,-16.95,-50.45,76.84,54,21,4.59,BR,1606863680
Ibicuí,-14.84,-39.99,69.22,94,1,3.38,BR,1606863680
Guerrero Negro,27.98,-114.06,73.45,22,0,10.67,MX,1606863681
Fairbanks,64.84,-147.72,33.8,64,75,2.24,US,1606863439
Zapolyarnyy,69.42,30.81,21.2,79,0,23.04,RU,1606863681
Xai-Xai,-25.05,33.64,71.69,91,46,14.07,MZ,1606863681
Aden,12.78,45.04,78.44,77,6,13.8,YE,1606863551
Mariehamn,60.1,19.93,37.4,93,90,1.12,AX,1606863681
Macusani,-14.08,-70.43,40.53,79,100,5.37,PE,1606863681
Nanchang,28.68,115.88,48.06,76,100,10.47,CN,1606863537
Isangel,-19.55,169.27,84.2,62,75,9.17,VU,1606863681
Madera,37.17,-119.83,63.0,36,0,1.99,US,1606863681
Saldanha,-33.01,17.94,59.0,62,0,12.75,ZA,1606863681
Mitsamiouli,-11.38,43.28,79.54,80,86,11.7,KM,1606863681
Halifax,44.65,-63.57,59.0,87,100,21.92,CA,1606863602
Tarakan,3.3,117.63,77.18,90,100,10.38,ID,1606863681
Geraldton,-28.77,114.6,57.2,67,0,12.75,AU,1606863468
Salalah,17.02,54.09,80.6,78,40,4.7,OM,1606863627
Lompoc,34.64,-120.46,66.0,59,1,10.29,US,1606863682
Richards Bay,-28.78,32.04,68.2,81,99,14.79,ZA,1606863682
Mount Gambier,-37.83,140.77,53.6,76,90,9.17,AU,1606863682
Alpena,45.06,-83.43,33.01,81,1,19.46,US,1606863682
Poum,-20.23,164.02,76.95,69,2,21.3,NC,1606863682
Lagos,6.58,3.75,82.4,83,20,2.24,NG,1606863620
Catia La Mar,10.6,-67.03,80.6,78,75,8.05,VE,1606863682
Vardø,70.37,31.11,23.0,79,0,31.09,NO,1606863682
Linxia Chengguanzhen,35.6,103.21,18.36,94,100,2.48,CN,1606863683
Neepawa,50.23,-99.47,33.8,69,20,11.41,CA,1606863683
Manono,-7.3,27.42,70.34,94,100,2.24,CD,1606863683
Lichinga,-13.31,35.24,64.4,88,75,3.36,MZ,1606863683
Cap Malheureux,-19.98,57.61,75.99,85,1,1.99,MU,1606863672
Burlington,39.88,-74.64,44.6,48,90,19.46,US,1606863456
Geilo,60.53,8.21,16.0,80,70,6.85,NO,1606863683
Chisec,15.82,-90.28,62.6,82,75,6.93,GT,1606863683
Kaniama,-7.57,24.18,65.93,97,100,1.92,CD,1606863683
Dekar,-21.53,21.93,77.49,32,41,9.4,BW,1606863683
Igarka,67.47,86.58,12.49,95,100,15.35,RU,1606863683
Arkhipo-Osipovka,44.37,38.52,50.54,76,88,4.12,RU,1606863683
Węgorzewo,54.22,21.74,28.42,94,0,9.06,PL,1606863683
Kaitangata,-46.28,169.85,60.01,71,96,1.99,NZ,1606863470
Altay,47.87,88.12,11.91,65,0,4.43,CN,1606863486
Chernyshkovskiy,48.42,42.23,24.82,91,43,14.25,RU,1606863683
Willowmore,-33.29,23.49,48.87,72,39,14.79,ZA,1606863683
Rāmhormoz,31.28,49.6,66.16,65,87,2.84,IR,1606863683
Marzuq,14.4,46.47,60.76,81,0,3.85,YE,1606863684
Vao,-22.67,167.48,73.29,70,1,11.54,NC,1606863684
Mana,5.66,-53.78,77.76,85,31,7.96,GF,1606863684
Launceston,-41.45,147.17,60.01,44,9,17.22,AU,1606863476
Inhambane,-23.86,35.38,77.09,90,0,7.72,MZ,1606863684
Ahipara,-35.17,173.17,70.57,54,4,3.58,NZ,1606863684
Leshukonskoye,64.9,45.76,29.21,95,100,10.67,RU,1606863684
Abu Samrah,35.3,37.18,55.65,58,21,9.93,SY,1606863684
Carutapera,-1.2,-46.02,77.94,86,86,7.18,BR,1606863684
Mthatha,-31.59,28.78,57.2,67,89,17.22,ZA,1606863684
Manado,1.49,124.85,75.2,94,75,2.24,ID,1606863684
Muros,42.78,-9.06,50.0,78,100,1.01,ES,1606863684
Udachny,66.42,112.4,14.0,92,90,11.18,RU,1606863684
Tura,25.52,90.22,61.52,82,0,2.68,IN,1606863684
Mariakani,-3.86,39.47,75.11,93,100,2.37,KE,1606863684
Aizkraukle,56.6,25.26,30.0,95,79,3.0,LV,1606863685
Panabá,21.28,-88.27,68.23,81,7,9.13,MX,1606863685
Bud,39.45,-86.18,32.0,71,0,8.08,US,1606863685
Holme,56.11,10.17,41.0,93,100,3.36,DK,1606863685
Duliāgaon,27.37,95.32,56.16,86,20,1.59,IN,1606863685
Roebourne,-20.78,117.13,88.65,30,0,5.79,AU,1606863685
Evans,33.53,-82.13,44.6,39,1,9.17,US,1606863685
Harlingen,26.19,-97.7,71.6,43,1,14.99,US,1606863685
Gigmoto,13.78,124.39,80.87,87,100,6.58,PH,1606863685
Kudahuvadhoo,2.67,72.89,82.53,73,100,9.6,MV,1606863685
Hofn,64.25,-15.21,40.51,69,17,39.5,IS,1606863596
Opuwo,-18.06,13.84,72.12,31,0,6.44,NA,1606863685
Kalispell,48.2,-114.31,39.2,55,75,5.82,US,1606863686
Ginda,30.69,78.49,47.84,40,0,6.96,IN,1606863686
Katherine,-14.47,132.27,84.2,66,75,4.7,AU,1606863686
Amazar,53.86,120.88,-2.47,86,1,2.48,RU,1606863686
Santa Rosa,14.31,121.11,78.8,74,75,4.7,PH,1606863686
Saint Anthony,45.02,-93.22,36.0,43,1,4.7,US,1606863686
Iquitos,-3.75,-73.25,80.6,83,75,5.82,PE,1606863686
Sola,-13.88,167.55,78.13,80,89,17.87,VU,1606863686
Huarmey,-10.07,-78.15,68.95,76,84,7.94,PE,1606863686
São Filipe,14.9,-24.5,76.3,71,100,8.37,CV,1606863686
Atyrau,47.12,51.88,8.6,78,0,17.9,KZ,1606863687
Iqaluit,63.75,-68.51,10.4,78,75,9.17,CA,1606863613
Itarema,-2.92,-39.92,80.33,76,11,13.42,BR,1606863687
Mahbūbābād,17.62,80.02,65.71,78,84,2.62,IN,1606863687
Tirumullaivāsal,11.23,79.83,75.92,85,97,19.55,IN,1606863687
San Policarpo,12.18,125.51,79.39,86,88,4.81,PH,1606863687
Chapayevka,47.47,36.35,35.56,84,100,17.83,UA,1606863687
Micheweni,-4.97,39.83,81.59,81,98,12.39,TZ,1606863687
Portsmouth,50.8,-1.09,42.01,89,60,8.99,GB,1606863417
Jizan,17.33,42.67,80.6,83,20,1.95,SA,1606863421
Trelew,-43.25,-65.31,73.83,21,34,25.17,AR,1606863687
Quatre Cocos,-20.21,57.76,77.0,88,40,3.36,MU,1606863508
Ancud,-41.87,-73.82,55.99,87,90,11.41,CL,1606863599
Mahébourg,-20.41,57.7,77.0,88,40,3.36,MU,1606863461
Ponta Delgada,37.73,-25.67,60.8,82,40,26.4,PT,1606863687
Lianran,24.92,102.48,50.0,100,90,8.95,CN,1606863687
Isabela,6.71,121.97,77.0,94,90,2.24,PH,1606863484
Ullapool,57.9,-5.16,46.99,16,100,7.0,GB,1606863688
Waipawa,-41.41,175.52,60.01,54,96,24.16,NZ,1606863688
Pemangkat,1.17,108.97,77.4,88,96,3.67,ID,1606863688
Aklavik,68.22,-135.01,-0.4,77,75,4.7,CA,1606863688
Ucluelet,48.93,-125.55,48.2,66,20,5.82,CA,1606863604
